text,label
"It's a pleasure , I assure you , [PERSON] .",joy
It's an insult .,disgust
"I bet you don't even like girls , do you ?",disgust
I got a man here that sailed on the Golden Arrow And lived to tell about it .,surprise
You stay and cook one of your raw dinners .,disgust
Don't you call my husband ...,disgust
It's a dead man .,disgust
That's how friends roll .,joy
"I should be back in [LOCATION] , sitting in front of a typewriter , making all this up for a movie .",surprise
There's got to be guns in this house .,fear
I have no close folks .,sadness
"I said some bad things about the boy , but we can explain that to the exuberance and excitement of youth , because he's certainly changed his ways now .",joy
We can't stop at anything until we've smashed this yokel ...,disgust
I can't tell you how glad I am to see you .,joy
"Is that right , Shooter ?",anger
Isn't technology wonderful ?,joy
Aren't they wonderful ?,joy
It looks very nice on you .,joy
"But , you see , if this thing here controls you , it's gonna burn you and everythin' else around you up . That's right .",fear
That means we're in grave trouble .,fear
How far does a girl have to go before you'll notice her ?,sadness
So you're [PERSON] .,surprise
"I don't want any lesson , Shooter .",anger
Was he hurt bad ?,fear
This was the most - watched event in the history of the National Press Club .,surprise
"[PERSON] , you want a laugh ?",joy
"For three months , we've been listening to that sad sack spout his unhinged tirades , day in and day out , because we were promised % of the ransom .",disgust
[PERSON] was a good man . Tough break .,sadness
"Probably I'm prejudiced , but it seems to me that [PERSON] is a pretty cute young lady .",joy
I'm his prey .,fear
"Then I turn my back , and he steals a glass .",disgust
What about us ?,fear
"Now , I don't date teenagers .",disgust
You've made no protests yourself ?,surprise
No further questions .,disgust
I thought you'd be happy .,surprise
"Pretty good shooting , young fella .",joy
"We were wandering around , that's how we got robbed .",fear
I'll tell my mother !,anger
A bus ?,surprise
You wicked boy .,anger
"Bad for you , worse for me .",sadness
"We headed south , and excitement ran high .",joy
He is my friend .,joy
There's a airplane on you . - You drew an airplane on me ?,surprise
A man I've admired and worshipped all my life .,joy
Who the hell is that ?,anger
"If you find any keys , hang on to them .",surprise
I'm enjoying this .,joy
We should both go .,fear
"Oh , thank you . Yes !",joy
Is this record correct or not ?,anger
I am very busy ... please !,disgust
"Please , this job means everything to me .",fear
I completely agree .,joy
"The Miss [PERSON] ? I don't believe it . My brother , [PERSON] , told me all about you .",surprise
Damn it .,anger
I hope so .,fear
I hope [PERSON] isn't watching .,fear
"May it please the court , I submit that my entire line of defense ... is based on the proposition that persons of the female sex ... should be dealt with before the law as equals of persons of the male sex .",anger
I think we have had enough ... Unsupported accusations for one case ... Dr. [PERSON] .,anger
"And then , I see your face .",joy
That was the hope .,joy
"And whoever it was tried to murder me , too .",fear
"So after 129 , hours of being buried alive , at last , freedom seems in sight .",joy
"[PERSON] , I might have died a happy man .",sadness
"[PERSON] , there's no way the DA handles a case like this himself just because I work for you .",anger
Ma !,joy
"She went straight to the local sheriff , who , fortunately , happened to be a particularly good friend of ours .",joy
I can't breathe !,fear
It is very simple .,joy
Not a fucking dent !,anger
"Doctor's here to examine you , freak just so no one can say we laid one finger on you .",anger
You have a resemblance to him .,surprise
Out of the question .,anger
Why would they change it now ?,surprise
"Like I said , they'll call you if they need you .",anger
I'm in a strange man surrounded by strangers in a strange room !,fear
I love soothing a man .,joy
I can say no more .,sadness
You're positively an incredible human being .,joy
I couldn't take my eyes off of that girl and her baby .,joy
"I love you , my little [PERSON] .",joy
You goin' back ? Nah .,disgust
I have to warn the Soviets in the clearest possible terms that they risk taking us to the brink of an armed confrontation with incalculable consequences for all mankind .,fear
You took her from my house last night !,anger
I sent you all those letters .,surprise
"Theoretically , it should have a much greater effect .",surprise
It does feel better to get it out .,joy
Are you trying to get me killed ?,fear
There's still places I want to see and things I want to do .,sadness
It's good .,joy
You stay out of my way .,anger
"Uh , something like that , yes .",surprise
"Mom , you must have had a bad dream , that's all .",fear
I met her at the grocery store . - ( babbling ) - isaac .,joy
I am not unauthorised .,anger
"Lads , they're drunk .",disgust
"[PERSON] , it's perfect .",joy
But what's that thing in my back pocket .,fear
You'll have them for a while . Great .,joy
I feel some concern for his safety .,fear
Don't even breathe !,anger
"Ace , king , .",joy
I've only got hours .,fear
I'll swear that into my own grave .,disgust
I'll never have a girl like that,sadness
"Well , if there's one thing I know , it's how to wear the proper clothes .",joy
You were too rough the last time !,anger
"Good game tonight , guys .",joy
"To tell you the truth , [LOCATION] frightens me .",fear
You made me remember things that I had forgotten .,surprise
"Come on , hurry ! Hurry !",fear
Who would he choose ?,surprise
Hey ! Want me to wrestle you up some breakfast ? Uh-oh !,surprise
Fuck it !,anger
"Splendid , thank you , sir .",joy
A little rush ?,anger
Every dog I ever knew seemed to have a very nice life indeed .,joy
Open the windows !,anger
[PERSON] has every paper lined up and he's feeding them doctored - up junk !,disgust
"Never , in any crisis of your life , have I known you to have a handkerchief .",surprise
"Somebody ! Open the fridge , damn it !",anger
He asked you not to get those records ?,anger
It can be absolutely breathtaking .,joy
"Good to see you again , friend .",joy
"Ooh ! Oh ! In the name of the holy father ,",joy
Except the way she was killed .,fear
But there's no dirt in here . - I know .,surprise
You might have noticed I've got a slight weight problem .,sadness
Halt negotiations immediately .,anger
There's nothing you can do .,sadness
You see that gun in his hands ?,fear
No need to shove !,disgust
"For God's sake , be careful .",fear
Slow down or you'll get a ticket !,fear
"And that scares the shit out of me , kid .",fear
[LOCATION] has done the impossible .,surprise
Moon !,joy
Next time remind me to bring some aspirin .,anger
What are we gonna do ?,fear
Get in the car .,anger
"Miss [PERSON]'s feeling a heap better today , Mr. [PERSON] .",joy
I can't think of anything more sappy .,disgust
He used to make me bend over while he whipped me with his belt .,fear
♪ And I think to myself ♪,joy
I should feed a strange mouth ?,disgust
Your hair looks nice today .,joy
"I've , uh , really enjoyed this little chat .",fear
I'm afraid we lost our patient .,sadness
They're coming to kill you !,fear
Didn't you tell me to call you in five minutes ?,anger
I don't need you monitoring my intake .,anger
I can't stand it here any longer .,anger
He'll snap any day .,fear
They wouldn't let you take your dog ?,surprise
"Well , that's right , ma'am .",joy
Can you still keep going on ?,fear
"Now , these legs are very nice .",joy
I'm going to jump .,sadness
The devil with him !,anger
"Please , continue .",sadness
You're just some fucking pussy . Fucking pussy !,anger
Here they are in all their glory !,joy
It is absurd !,disgust
I'm just fine .,joy
That's not bad for a blind man .,surprise
You got that ?,anger
So make them pay .,anger
"Anyway , the president of this teamster local back east set up a phony welfare fund , right ?",disgust
The question is what are you doing here ?,anger
They transform ex-civilians into men without minds .,anger
This thing goes to a man's head .,disgust
"Oh , it's still there .",surprise
But you haven't had much respect for them .,disgust
"That's a hell of a story , Bell .",surprise
That's pretty flip .,joy
"Please , [PERSON] , ple ... - You have to love me ,",anger
Something's going on .,fear
"So [PERSON] , make me the drink you made the night [PERSON] was shot .",joy
l hate not having eyebrows .,anger
Now you want to give him another ?,surprise
"[PERSON] , all of this is very confusing .",surprise
Get your ass movin' !,anger
"So far so good , senor .",joy
"Come back , here !",anger
What are you gonna do all by yourself ?,surprise
"They're going to nail us , no matter what we do .",fear
Who is there ?,fear
I'm not leaving this house today !,anger
These are precarious times .,fear
I know how to use this ! - Don't make me use this thing !,fear
[PERSON] put me onto this .,fear
I guess [PERSON]'s got more sense than both of us .,surprise
"Hit me back , you coward .",anger
You're all I ever had .,sadness
There's someone crying .,sadness
I hope you get in trouble some day !,anger
I will not have an officer from my battalion working as a coolie .,anger
You clean up real nice .,surprise
They refuse .,anger
Don't try to tell me my business .,anger
"Boy , I don't know how you survived in this world up to now .",surprise
I'll have something to say about that .,anger
I was frantic .,fear
Look at your eyes !,surprise
You'll make a good living cow - thieving .,disgust
What the ...,surprise
The absence of a plan is ridiculous .,anger
[PERSON] won't see her kids again .,sadness
I don't think she's intelligent either .,disgust
I always think candlelight's so romantic .,joy
What's this with the orange bow on here ?,surprise
I take it for granted that a person of an innocent state of mind ... Would rule himself out as a suspect ... And save a busy detective from wasting time .,anger
Lousy .,disgust
It's just not that cute anymore .,anger
"Wait ... wait - wait ,",fear
I ought to have a doctor .,fear
I'd waited so long !,sadness
"You're thinking she's a fool for doing it , even if it saved your hide ...",disgust
It don't do nothing for me .,anger
I don't know what the bastard expect of me .,disgust
"It turned out beautifully , didn't it ?",joy
We haven't anything to discuss with you .,anger
Being real is a joke in your world ?,sadness
"Doc , I don't want to fly any more .",sadness
Remember my th birthday party when you lifted your skirt up ...,joy
If I can watch TV .,anger
You have a great talent for creating difficult situations .,disgust
You really believe you can frighten me ?,disgust
I got it !,joy
My heart behaved like a fool .,sadness
"Get going , [PERSON] ! [PERSON] !",anger
"My little finger , it's all black and blue .",fear
No diapers ?,surprise
Kaili ...,anger
"I don't care how you do it , but you find that desert rat .",disgust
Boys ...,anger
"And in the enchantment of the moment , we'd let poetry work its magic .",joy
"As it happens , you are hardly in a position to have anything to say about it .",disgust
"I would have sent it to you , but I didn't know your address until today .",sadness
I'm not afraid of you .,anger
"Oh , my goodness .",surprise
She wants to talk to me ?,surprise
It's a big mistake .,fear
"No , it was never love .",sadness
I only have sex when I'm happy .,joy
"And lock your doors while you're driving , Because there is no telling what kind of hustlers Can come up to your car .",fear
All I know is I can wake up in the morning and want to live again .,joy
This is all a cover - up .,disgust
You're not telling me everything .,anger
"Oh , [PERSON] , for people like you and me the world can be a wonderful place .",joy
Now get out there and cook !,anger
You didn't put anything for job history .,surprise
I told you it was hot .,anger
You're free . You're free from doubt . Free from having to make painful choices .,joy
This here's the favourite thing that I have on this earth .,joy
Now you got money in the bank and a faithful husband .,joy
He's a gutless wonder .,disgust
"Sorry , sister .",sadness
Her boyfriend was killed in a racing accident .,sadness
"It stung at first , but now I can't feel a thing .",surprise
"Unfortunately for you and everybody in this room , his deals fell through because the market dried up .",sadness
"Tried to save a girl , kind of queered his mind too .",anger
You don't know a damn thing about soldiering .,anger
It's got to be here !,joy
That stupid little bastard .,disgust
Don't you call my husband names !,anger
What the fuck you talkin' about ?,anger
"If we close , our stock won't be worth a nickel .",fear
"Just cable your agent collect , if you've still got an agent .",disgust
You told me you were taking me home .,disgust
"Another funeral for the pilot , not as spiffy as [PERSON]'s .",sadness
"And if one more guy makes a pass at me , I'm going to sock him in the face .",disgust
Yikes ! A penguin in a pot !,fear
"Oh , shut up !",anger
"Cody , please ! You must listen !",anger
Don't I remember you from somewhere ?,surprise
We weren't expecting you for a while yet .,surprise
Nobody has any reasons I don't know about .,anger
I'm falling ...,sadness
"[PERSON] , the insurance is worthless now .",sadness
"Well , we've been very happy here .",joy
"[PERSON] , you remind me of someone I used to know .",surprise
"Has anyone considered trying , Open sesame  ?",anger
I love it !,joy
I carried you in here when you were a baby .,joy
This was the genius of the stroke :,joy
Get the fuck out of this country .,anger
"Oh , it's just surprising .",surprise
Help . Help me .,fear
I demand a court - martial for murder !,anger
"The perps are still on the train , okay ?",fear
Is that the only word your mind can understand ?,disgust
Good to see you .,joy
"No , no . - No interference from us , right ?",disgust
I didn't hear no bell !,anger
Oh !,surprise
"Yeah , absolutely .",joy
You need a good pop on the butt like I used to give your mother !,anger
"Yes , but when the cash runs out , they'll mob us .",fear
"I was , up to the minute I saw this test .",anger
"Sure , but that's good , too .",joy
"So long , suckers !",disgust
Women and children off the street !,fear
"If a man shall be drunk on duty , he shall receive the same fate .",disgust
What the fuck man ?,anger
Awkward ass .,disgust
You're not married ?,surprise
What the hell is this ?,anger
We're safe from all kinds of birdies .,joy
It's a miracle they lasted as long as they did .,surprise
It's essential that they take pride in their job .,joy
That's enough of that .,anger
Wait a minute . I don't understand .,fear
She was so excited to see her mother .,joy
Are you taking care of yourself ?,fear
A deal is impossible .,fear
That's very nice .,joy
I know I speak for my entire radio audience when I express my great admiration for both of you .,joy
I'm in an awful hurry .,fear
"This document lists the compartmented operations out of the Nellis facility , what the public wrongly calls Area .",disgust
"You have a very nice little boy , madame .",joy
"Tell me the truth , son !",anger
"Must I remind you that you are the fugitive from justice , and not I ?",disgust
I'm tired of being only three inches high .,sadness
Oysters are out of season .,disgust
Maryk showed me a log he had written on [PERSON]'s behaviour .,surprise
Thank you . - You're welcome .,joy
Act natural .,fear
Take me out . Help me !,fear
"With this strike they've no way home , and there's not a room in the city .",fear
"Yeah , she'll wind up fat , alcoholic and miserable .",disgust
Still working on my dissertation at my age . It's ridiculous .,anger
Do you think we'd better let it go at that ?,disgust
"The stars are secure in the firmament and the rent's paid , so all's right with the world .",joy
"No , I don't love you .",sadness
"For a moment , I thought you were a man .",disgust
Do not say that .,anger
I've been in the theatre . I'm actually a theatre director .,anger
"We have a democratic process , where all these sort of sensitive issues will be handled legally , we do not .",anger
I haven't even told my wife yet . You haven't ?,fear
You mean you're trading in your horse for a wagon ride ?,surprise
All I got is what you see here .,sadness
"It's a beautiful story , whatever the reason .",joy
I wouldn't dare answer that .,fear
Don't you think I know it ?,anger
Are they all hollow shells ? !,surprise
"My wife , God rest her soul , died years ago to the day .",sadness
The monster is here ! Abracadabra !,anger
I hate bankers .,disgust
I'm good !,joy
Cheerful sort of a bloke .,joy
But it's sad .,sadness
Jolly good .,joy
He's enjoying it ! Can't you see he's enjoying it ?,joy
"You look a little off - colour , [PERSON] .",fear
I didn't marry her under my real name .,surprise
l 'm sorry if the question offends you .,anger
That's a beautiful dress .,joy
I think it's cute .,joy
It didn't feel to me like you were interested in talking just now .,sadness
I wasn't anywhere near here !,anger
"Besides ... , I don't want us to get too involved .",fear
You're crazier than a mule - humping goat .,disgust
He'd undergone a lot of strain .,sadness
"Besides , I have to go to the goddamn senior honours dinner tonight .",anger
That's a nice outfit .,joy
You're too young to smoke !,anger
"Despite our power the few of us would be busy indefinitely trying to suppress a large , hostile population .",fear
"Seriously , must you keep your bicycle in the hall , Father [PERSON] ?",anger
I'm attacked from all sides !,fear
Oh ... innocence can be hell .,anger
"Yeah , that would be good .",joy
Fucking cannibal .,disgust
I'm going to destroy all of you evil monks,anger
"I hate to stand here and try your patience , but either I'm dead right or I'm crazy !",anger
"[PERSON] , she tore the fuckin' place apart .",disgust
"Somebody threw a fucking tyre chain , hit him right in the mouth .",fear
"A lost decade , but it was worth it to make your father pay for my loss .",anger
What's this bullshit ?,anger
"What they've done is they formed this alliance among themselves , of the industry that makes money by building war machines .",disgust
A smokin' good time .,joy
I hadn't heard you'd sold the place .,surprise
They're in chaos .,fear
"Maybe I do , maybe I don't , but you might get yourself arrested on federal charges if you don't stop what you're doing .",anger
I'm sorry about the shoes .,sadness
You've always had to work ?,surprise
Well I am making breakfast here ? What are you doing ?,anger
I hear we can expect a bumpy ride tonight .,fear
How ?,surprise
"When I was a little girl , like so many others , there was no money to buy shoes for me ,",sadness
Yes . Yes . Plays cards like an English officer and a gentleman .,surprise
You're gonna be on Syrian and Israeli radar the moment you take off .,fear
And you were going to hate him for the rest of your life .,anger
Let it go down .,sadness
"You can't blame them , can you ?",sadness
I mean that all my life I've been nothing .,sadness
I don't give a damn .,anger
I'm gonna straighten you out once and for all !,anger
"Yeah , you're just kidding .",anger
Mom ?,fear
"Cold or not , it's good to be back in [LOCATION] .",joy
Poor [PERSON] .,sadness
Wait till my mates get you .,fear
"And for that , I can never forgive myself .",sadness
"No , let's not risk it . OK .",fear
They can't do this to me .,fear
You're liars .,disgust
"He was [PERSON]'s beau , and he loved her , not me .",sadness
You've seen what ?,surprise
You're not going to marry him ?,surprise
Everything is part of the great lie .,sadness
She said I stabbed that son of a bitch plenty of times .,anger
The stewardess is flying the plane ?,surprise
The loveliest lady I've ever seen .,joy
"It's real nice , you know .",joy
You're turning into a zombie .,fear
"Aye , yous like to call yourselves opportunists instead of anarchists .",anger
Take your hands off !,anger
It's wonderful to feel her throat crush under your arm .,anger
Is that right ?,surprise
Breaking my heart with your impossible love !,sadness
Who let you in ?,surprise
"I'd give my soul to go , but I can't .",sadness
Looks like trouble for your boss .,fear
I'm happy !,joy
He was a loser too .,disgust
"Well , tell Mrs. [PERSON] to get to the bottom of it somehow .",anger
You conning him out of the deed without putting down a cent .,disgust
Give me that !,anger
Underwater ?,surprise
We belong here .,joy
I don't want your tomatoes !,anger
"I'm sorry , sir .",sadness
Maybe going on the wagon makes a man dull .,disgust
"I don't know , the words just slipped out .",surprise
He's a good man .,joy
Honey !,joy
I am not prepared for wells to run dry !,fear
I don't like being pushed around .,anger
You gonna knock off a police lieutenant ?,anger
You do me an injustice .,anger
I ended up in the hospital .,fear
"Well , what's there to talk about ?",anger
And you've been resenting me .,sadness
And you're shocked because I took credit for your idea .,anger
"Once at sea , if we get there , our troubles will have just begun .",fear
I said Because your husband is dead .,sadness
Move and I'll slit your throat !,anger
I object to you coming here .,anger
"What that child got to stand , the good Lord give her strength to stand .",sadness
You have no respect for position .,disgust
You can't let radarjockeys push you around . Leave it to me .,anger
which makes twice today .,anger
Do you understand what I'm saying ?,anger
When were you going to give the money to the community ?,anger
How do you do ?,joy
Go to hell .,anger
"Either you take care of yourself or I , too , shall resign .",anger
How do you know it's not you .,surprise
I think we're being set up .,fear
[PERSON] is not gonna let you go unless you tell him where she is .,anger
Don't listen to him or we'll all be slaughtered .,anger
"Okay , you guys , she fell for it .",joy
"That's great , eh ?",joy
"[PERSON] , where's the kid ?",anger
You are spoiled .,disgust
Is something wrong ?,fear
"And I want a list of everybody's budgets , research accounts and financials on my desk by tomorrow .",anger
"Help , I'm slipping !",fear
"I mean , after my exorcism , I - I've strived to lead A good , clean , decent life .",fear
"What's your hurry , honey ? He's not gonna run away !",surprise
They all point to me .,fear
"Come on , [PERSON] , move over .",anger
You are a mutant .,disgust
"It's all over , [PERSON] .",sadness
"He's great if you happen to like a tall , blond , Prussian , Nordic , Aryan , Nazi type .",disgust
One !,surprise
"Well , you're so much stronger than I am .",sadness
Poor country ! You sold the [LOCATION] in a senseless war .,sadness
I'll be sick ...,disgust
You think I'll let her out when you'll have her around people like [PERSON] ?,disgust
"This horse is a running motherfucker . - No , shit . - Yeah .",surprise
[PERSON] ...,sadness
Ain't nobody in the world gonna drive this except me .,anger
"Hey , you two with the mileage upgrades , sit down .",anger
I was brilliant .,joy
"Oh , well .",sadness
And I don't like nobody touching my stuff !,disgust
All I heard was trash talk .,sadness
You must have had a happy childhood .,joy
I am glad to see you .,joy
That's a good name .,joy
I thought I gave you plenty of time to ...,surprise
Now look at all this fucking mess !,disgust
"I don't wan na kill you , Bell .",sadness
One should be able to take care of one's possessions .,disgust
It's because he's relentless .,anger
Will you shut up about the Army ?,anger
"A man , just like you , fated to being imprisoned",sadness
"That's a lot of love , to give up the money he's making .",surprise
I know her far better than you do .,anger
I will drink to that !,joy
"C'mon [PERSON] , hurry !",anger
"Oh , you understand the occult !",surprise
Hi .,joy
"Sweetheart , don't get personal .",sadness
That's the kind of stuff I like .,joy
I'm hurt and ...,sadness
They expect me to cut my finger off .,disgust
Maybe it's me and [PERSON] .,surprise
I don't wan na go like this .,sadness
"If you bleed , you'll get an infection .",fear
"A little expensive , but lots of fun !",joy
And a nose just like a rudder .,disgust
I want you to meet somebody .,joy
What the hell am I supposed to do now ?,fear
Don't answer it .,fear
You got me down in this goddamn water .,anger
You're happy all the time ?,surprise
We may have another shark problem .,fear
You've no right to do it to him .,anger
"Why [PERSON] , what are you doing here ?",surprise
It's my fault .,sadness
When does it happen ? When ?,fear
You know I am obliged to report you to the authorities .,anger
It makes my heart sad .,sadness
"[PERSON] dear , have a nice holiday in [LOCATION] .",joy
We lost them ! I think we lost them ! - Thank God !,surprise
It looks like a life sentence .,fear
I got myself a date .,joy
Mine left me too .,sadness
"Well , [PERSON] seems divinely happy .",joy
They'll destroy you .,fear
I'm not taking the heat for all this .,anger
[PERSON] can kiss my sweet ass !,anger
Stupid .,disgust
I can't help myself .,sadness
It's not that easy to kill someone and get away with it .,disgust
I was not a good artist .,sadness
"We got a real mess here , man .",surprise
♪ They knew it wasn't beef ♪,joy
"We didn't pass that cutoff , did we ?",fear
"He couldn't hang out with his own , because there was nobody up there for him .",fear
[PERSON] is army from the anus up .,joy
"Oh , no , no , no .",surprise
Queeg endangered the lives of the men .,fear
"He's selling drugs around upstairs , and he's got the rest of them locked up down here without any rights .",anger
"Fucking hell , man !",fear
Find out where they take the cash .,anger
This is called inbreeding from which comes idiot children ... and more lawyers .,disgust
Don't you like children ?,surprise
We rumbled . - l mean we rumbled with anybody .,joy
Do not trifle with your luck .,anger
I don't want him hollering out any windows either .,anger
Are you following me ?,fear
You have one minute .,anger
I wish you could spend some time with him .,sadness
I think we should talk .,fear
"Say , you lovely ladies wouldn't have seen two little mice running around down there , would you ?",joy
I bet she's nice .,joy
I don't got ta pay you for that .,anger
Will you please stop telling me how to run my life for a couple of minutes ?,anger
We're begging .,fear
A deception ?,fear
Because I do not like my mother .,disgust
"We're going now , and I was afraid I wouldn't see you again .",sadness
And I've loved something that doesn't really exist .,sadness
People always do what you tell them to do ?,anger
I guess we're all trying to prove something to ourselves .,sadness
"I said it , damn you .",anger
"Hello , sunshine !",joy
They'll beg us to let them in .,anger
"The sun can kill some of us , like [PERSON] .",fear
"You got a badge and a gun but you're still a punk so shut up - - [PERSON] , please !",anger
You're a liar !,anger
"They're just animals , I guess .",disgust
By stepping on a bottle and breaking the heel of my shoe !,anger
But it's bleeding ?,fear
"My word , are there important people downstairs ?",surprise
You're gonna make me swear on the Bible ?,fear
When an hour alone with you was an impossibility .,sadness
I love you ... I love you .,joy
And we didn't know how to help her deal with it .,sadness
Thank you . Good - bye .,joy
He's got it all worked out .,joy
You can't see him because you're not dead yet .,anger
The dead are being reactivated by forces unknown .,fear
I understand perfectly .,surprise
"I thought it read like a cheap , dime - store novel .",disgust
Don't be long . You'll catch a cold .,fear
For what ?,anger
"Thank you , Admiral [PERSON] .",joy
"She's about eight months pregnant and , uh ...",fear
You certainly picked a wonderful spot .,joy
It's too depressing to think about .,sadness
It must have been that damned woman screaming .,disgust
"And now the kidnappers are playing them against each other , trying to get the $ million .",fear
How sad .,sadness
I got a goddamn campaign to win .,anger
He sweats gasoline that man !,disgust
That would only make him less unhappy .,joy
[PERSON] ! Welcome back .,joy
Don't tell me I did that !,anger
An ordinary vessel would've suffered heavy damage .,joy
"Then , instruct [PERSON] to stay put with your younger brother .",anger
You mean [PERSON] was here ?,surprise
"I took a sabbatical , and I traveled . But no matter where I went , The memory of that awful night",sadness
Don't nobody want to ask me nothin' ?,surprise
Thanks . - Thank you . - Both of you .,joy
"[PERSON] , you of all people should understand by now that to me , they're the same thing .",disgust
That only took two seconds .,surprise
"Cut out all that talking , [PERSON] .",anger
I hate that cheap little bastard .,disgust
There is no time to explain .,disgust
I want to get something out of life .,anger
You think I'm dumb enough to give myself up to the T - men ?,anger
Mills and [PERSON] won't last much longer .,sadness
Get up !,anger
"[PERSON] , don't you remember ?",surprise
"Therefore , owing to circumstances which , believe me , are beyond my control , I hereby advise you not to come to [LOCATION] to make the test .",disgust
"You don't like me , do you ?",sadness
I'm afraid I'm not a very good host .,sadness
"Look , if you don't want me in your Army , kick me out ... but get off my back .",anger
"I don't want to sound like a Debbie the [PERSON] , but no matter how many times you come up against the Communications Decency Act it's always gonna shut you down .",sadness
Imagine being forced to build that in the condition they must be in .,fear
That's what's the matter with you .,anger
It is not your place to judge .,anger
% ? !,surprise
"Oh , Shooter ... tell me ... is this young man of yours gonna give me any trouble ?",disgust
"♪ Slimy , cold seaweed dishes when they ate it ♪",disgust
"To be hypnotized indirectly is very common , but to be regressed indirectly is not only unusual but a little nerve - wracking .",fear
Every day it was worse .,fear
A setup !,disgust
"I'm renting a fucking bed - sit , Al.",anger
"Hey , Captain . Captain , we left a treasure out there ...",surprise
You're lovely .,joy
The Lady herself Inglethorp !,surprise
[PERSON] says very nice things about you in her letters .,joy
Rocky's hurt .,sadness
Six months ?,anger
Does this mean you don't like me anymore ?,sadness
"Come on , get up .",anger
Seems he has a taste for beef .,surprise
The Senator'll make a good orator when his voice stops changing .,disgust
What're you still doing here ?,surprise
"So , we have bought a little time to locate [PERSON] .",joy
I can't believe it myself .,surprise
Are you off your trolley ?,anger
"My , and you did your spring house - cleaning all in one day .",surprise
I think that's a splendid idea .,joy
It'll be broken by dinner .,sadness
"Please , we need help !",fear
Can't you walk faster ?,anger
What revenge ?,surprise
Just take your meat and get out .,anger
They and the page boys are the only real class in the place .,disgust
Why is there a statue of a husky ?,surprise
"What do you mean , there's no more money ?",surprise
What about ten commendations for valour and the best felony arrest record in the history of this department ?,anger
"[PERSON] , didn't you go and bat for me ? It was the owner's call .",anger
Some creep got into her place and strangled her .,anger
I was so close .,anger
You wan na teach me how to handle my own daughter ?,anger
Once you had the look for me of an exquisite lady .,joy
Just stay out of this .,anger
"Mrs [PERSON] , do you know what you just ordered ?",surprise
Never talk about [PERSON] .,anger
Your miserable life is not worth a reversal of a Custer decision .,disgust
You can keep 'em !,anger
"Dear Senator , have you got any idea what it takes to get a bill passed ?",anger
"Not very hard , then .",surprise
"Oh , [PERSON] , I'm frightened .",fear
"All dead , you mean !",anger
You are here looking for a friend ?,surprise
What the devil have you been up to ?,anger
He is unworthy of command .,disgust
It's the best .,joy
"Oh , how can you tell that from here ?",surprise
"Well , don't be so mysterious .",anger
You'll see a puff of smoke from my exhaust when I cut in the motor . That's when you hit the magic button .,sadness
The Sheriff's charming .,joy
"You know , you have a worse mouth than my kid .",disgust
I'm hungry .,sadness
I promised your father I'd take care of you .,sadness
"You count good , but where's the change ?",surprise
"[PERSON] , if you knew what I've gone through !",sadness
I was almost in tears .,sadness
"Sir , I was the best swimmer in my course .",joy
Will you be okay if I go up to bed ?,fear
We have to drop the case .,sadness
"Hey , what's up you guys ?",joy
You'll make no calls .,anger
"To the squad . Are they detaining it , it is ?",sadness
Until along comes a coward with a bomb .,anger
One time he had the whole cast over from some [LOCATION] show .,joy
"Well , I'm feeling great .",joy
Blast off .,anger
Who ? - I don't know .,surprise
It could work if the government would spend more money .,sadness
Why did you run away ?,surprise
"At 10:00 , tomorrow morning , I want you to bring into my office either a letter denying emphatically that your remarks had any mystic implications or a letter of resignation .",anger
Pablo !,anger
I do not know what to do .,fear
Looks like it's gonna be a long night .,sadness
"Yeah , all right , you got a lot goin' .",sadness
"Ask him what money , asshole .",anger
She never cared about me !,anger
I'm behaving like years old .,disgust
What in the world is all this ?,surprise
Go on . Get the hell out of here .,anger
"I did that beautifully , didn't I ?",joy
Poor man's [PERSON] .,sadness
Damn right .,joy
Just see how happy the people look from here .,joy
But it's very good !,joy
"Now , because I screwed up , read from that book , one lousy time , evil has found me .",fear
"I know how to listen , if that's what you mean .",anger
"What are you doing , making a career out of this ?",surprise
"Yesterday I was greatly amazed when I came from the market ... and found you'd made your bed , sir .",surprise
"But , Mr. [PERSON] , what about ... ?",fear
And I don't want to ....,sadness
A sequined gown dragging me down .,sadness
"Look , it's [PERSON] !",surprise
You and that damn book .,anger
I want to die .,sadness
You are far prettier than I ever imagined .,joy
What if you have to back to the castle ?,fear
"Look , don't blame us because the warship shelled you .",anger
You're an asshole .,disgust
I blame me . I'm the one who got her killed .,sadness
"This one's on the house . - Thanks , but ...",surprise
"God , we got a single shooter , southeast tower .",fear
I'll brain that guy .,anger
You look a thousand years old .,sadness
Don't forget the cannibals .,fear
[PERSON] . - It's [PERSON] .,anger
What happened to him ?,surprise
I'll never eat fish again .,disgust
And sometimes I think some junkie nurse may be stepping on my medication .,disgust
"The sea is nice , take my advice",joy
I didn't want you to be hungry .,sadness
Just get out of here .,anger
Don't take me like I'm some corner dealer !,anger
We mustn't forget we wasted a month through an unfortunate disagreement for which I was not to blame .,disgust
Forgive me ...,sadness
How could I have forgotten about [PERSON] ?,sadness
I see my child ... in different poses ... that look like she was drugged .,fear
You can't make a dead man's knee jump any more than you can test a corpse's reaction to a prefrontal lobotomy !,disgust
You could love me ?,surprise
You stole it .,disgust
"Ah , thank you .",joy
"[PERSON] , are you okay ?",fear
"So , the ring ? - No .",anger
Let me in ! Let me in !,surprise
"Actually , you could wear [PERSON]'s snakes and still look good .",joy
"I'm in love , [LOCATION] .",joy
